slug,category,korean_text,english_text,romanization,difficulty,access_tier,usage_note,related_slugs,sort_order,is_published,usage_pack,pseo_page_enabled,indexable,robots_directive,sitemap_include,rollout_batch,seo_priority,index_reason_codes,page_type,page_template_key,intent_bucket,audience_segment,use_case_primary,keyword_opportunity,primary_query,audio_query,pronunciation_query,seo_title,seo_title_length,seo_title_pattern_key,meta_description,meta_description_length,h1_template_key,page_slug,canonical_path,parent_hub_slug,parent_hub_path,breadcrumb_label,app_deep_link,normal_audio_asset_key,slow_audio_asset_key,normal_timing_asset_key,render_components,cta_key,cta_label_key,related_slug_count,invalid_related_slugs,related_link_strategy,duplicate_english_group,canonical_variant_strategy,noindex_reason,qa_flags
nanbang,hotel,난방,Heating,nanbang,moderate,free,,"naengbang,gwaenchanayo",1730,true,,true,false,"noindex,follow",false,hold_noindex,2,travel_category,term_audio_page,travel_term_audio,travel_hotel,traveler,hotel_stay,low_support,heating in korean,hear heating in korean,nanbang pronunciation,"Hear ""Heating"" in Korean",24,hear_term_title,Hear 난방 (nanbang) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,104,term_audio_h1,heating-in-korean,/phrases/heating-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,Heating,jjin://phrase/nanbang,phrases/nanbang/ko_normal.wav,phrases/nanbang/ko_slow.wav,phrases/nanbang/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
gugeupcha,emergency,구급차,Ambulance,gugeupcha,moderate,free,,"eunggeupsil,byeongwon",1740,true,,true,true,"index,follow",true,batch_2,7,"travel_category,emergency_intent,travel_term",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_high,ambulance in korean,hear ambulance in korean,gugeupcha pronunciation,"Hear ""Ambulance"" in Korean",26,hear_term_title,Hear 구급차 (gugeupcha) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,111,term_audio_h1,ambulance-in-korean,/phrases/ambulance-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Ambulance,jjin://phrase/gugeupcha,phrases/gugeupcha/ko_normal.wav,phrases/gugeupcha/ko_slow.wav,phrases/gugeupcha/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
eunggeupsil,emergency,응급실,Emergency room,eunggeupsil,moderate,free,,"gugeupcha,byeongwon",1750,true,place_location,true,true,"index,follow",true,batch_2,8,"two_word_term,travel_category,emergency_intent,travel_term",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_high,emergency room in korean,hear emergency room in korean,eunggeupsil pronunciation,"Hear ""Emergency room"" in Korean",31,hear_term_title,Hear 응급실 (eunggeupsil) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,113,term_audio_h1,emergency-room-in-korean,/phrases/emergency-room-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Emergency room,jjin://phrase/eunggeupsil,phrases/eunggeupsil/ko_normal.wav,phrases/eunggeupsil/ko_slow.wav,phrases/eunggeupsil/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
uiwon,emergency,의원,Clinic,uiwon,moderate,free,,"yakguk,byeongwon",1760,true,place_location,true,true,"index,follow",true,batch_2,7,"travel_category,emergency_intent,travel_term",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_high,clinic in korean,hear clinic in korean,uiwon pronunciation,"Hear ""Clinic"" in Korean",23,hear_term_title,Hear 의원 (uiwon) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,106,term_audio_h1,clinic-in-korean,/phrases/clinic-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Clinic,jjin://phrase/uiwon,phrases/uiwon/ko_normal.wav,phrases/uiwon/ko_slow.wav,phrases/uiwon/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
meoriga-apayo,emergency,머리가 아파요,My head hurts,meoriga apayo,difficult,premium,,"apayo,byeongwon",1770,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,6,"short_phrase,travel_category,emergency_intent",phrase_audio_page,everyday_phrase_audio,travel_emergency,traveler,emergency_help,medium_requires_context,how to say my head hurts in korean,hear my head hurts in korean,meoriga apayo pronunciation,"Hear ""My head hurts"" in Korean",30,hear_phrase_title,Hear 머리가 아파요 (meoriga apayo) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,119,phrase_audio_h1,my-head-hurts-in-korean,/phrases/my-head-hurts-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,My head hurts,jjin://phrase/meoriga-apayo,phrases/meoriga-apayo/ko_normal.wav,phrases/meoriga-apayo/ko_slow.wav,phrases/meoriga-apayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
baega-apayo,emergency,배가 아파요,My stomach hurts,baega apayo,difficult,premium,,"apayo,byeongwon",1780,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,6,"short_phrase,travel_category,emergency_intent",phrase_audio_page,everyday_phrase_audio,travel_emergency,traveler,emergency_help,medium_requires_context,how to say my stomach hurts in korean,hear my stomach hurts in korean,baega apayo pronunciation,"Hear ""My stomach hurts"" in Korean",33,hear_phrase_title,Hear 배가 아파요 (baega apayo) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,116,phrase_audio_h1,my-stomach-hurts-in-korean,/phrases/my-stomach-hurts-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,My stomach hurts,jjin://phrase/baega-apayo,phrases/baega-apayo/ko_normal.wav,phrases/baega-apayo/ko_slow.wav,phrases/baega-apayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
yeori-nayo,emergency,열이 나요,I have a fever,yeori nayo,difficult,premium,,"eunggeup,byeongwon",1790,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,7,"full_phrase,travel_category,emergency_intent",phrase_audio_page,everyday_phrase_audio,travel_emergency,traveler,emergency_help,medium_high,how to say i have a fever in korean,hear i have a fever in korean,yeori nayo pronunciation,"Hear ""I have a fever"" in Korean",31,hear_phrase_title,Hear 열이 나요 (yeori nayo) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,114,phrase_audio_h1,i-have-a-fever-in-korean,/phrases/i-have-a-fever-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,I have a fever,jjin://phrase/yeori-nayo,phrases/yeori-nayo/ko_normal.wav,phrases/yeori-nayo/ko_slow.wav,phrases/yeori-nayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
gichim,emergency,기침,Cough,gichim,moderate,free,,"gamgi,apayo",1800,true,,true,false,"noindex,follow",false,hold_noindex,4,"travel_category,emergency_intent",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,low_support,cough in korean,hear cough in korean,gichim pronunciation,"Hear ""Cough"" in Korean",22,hear_term_title,Hear 기침 (gichim) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,107,term_audio_h1,cough-in-korean,/phrases/cough-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Cough,jjin://phrase/gichim,phrases/gichim/ko_normal.wav,phrases/gichim/ko_slow.wav,phrases/gichim/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
gamgi,emergency,감기,Cold / sick,gamgi,moderate,free,illness / not weather,"gichim,byeongwon",1810,true,,true,false,"noindex,follow",false,batch_3_enrich,5,"two_word_term,travel_category,emergency_intent,ambiguous_slash_label,has_usage_note",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_requires_context,cold sickness in korean,hear cold or sick in korean,gamgi pronunciation,"Hear ""Cold"" as Sickness in Korean",33,hear_term_title,Hear 감기 (gamgi) and learn how to use it for talking about being sick. Practice normal and slow Korean audio in Jjin.,116,term_audio_h1,cold-sick-in-korean,/phrases/cold-sick-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Cold / sick,jjin://phrase/gamgi,phrases/gamgi/ko_normal.wav,phrases/gamgi/ko_slow.wav,phrases/gamgi/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
meseukkeowoyo,emergency,메스꺼워요,Nauseous,meseukkeowoyo,moderate,free,,"eojireowoyo,byeongwon",1820,true,,true,false,"noindex,follow",false,hold_noindex,4,"travel_category,emergency_intent",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,low_support,nauseous in korean,hear nauseous in korean,meseukkeowoyo pronunciation,"Hear ""Nauseous"" in Korean",25,hear_term_title,Hear 메스꺼워요 (meseukkeowoyo) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,117,term_audio_h1,nauseous-in-korean,/phrases/nauseous-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Nauseous,jjin://phrase/meseukkeowoyo,phrases/meseukkeowoyo/ko_normal.wav,phrases/meseukkeowoyo/ko_slow.wav,phrases/meseukkeowoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
seolsa,emergency,설사,Diarrhea,seolsa,moderate,free,,"apayo,byeongwon",1830,true,,true,false,"noindex,follow",false,hold_noindex,4,"travel_category,emergency_intent",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,low_support,diarrhea in korean,hear diarrhea in korean,seolsa pronunciation,"Hear ""Diarrhea"" in Korean",25,hear_term_title,Hear 설사 (seolsa) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,107,term_audio_h1,diarrhea-in-korean,/phrases/diarrhea-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Diarrhea,jjin://phrase/seolsa,phrases/seolsa/ko_normal.wav,phrases/seolsa/ko_slow.wav,phrases/seolsa/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
cheobangjeon,emergency,처방전,Prescription,cheobangjeon,moderate,free,,"yak,yakguk",1840,true,,true,false,"noindex,follow",false,hold_noindex,4,"travel_category,emergency_intent",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,low_support,prescription in korean,hear prescription in korean,cheobangjeon pronunciation,"Hear ""Prescription"" in Korean",29,hear_term_title,Hear 처방전 (cheobangjeon) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,prescription-in-korean,/phrases/prescription-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Prescription,jjin://phrase/cheobangjeon,phrases/cheobangjeon/ko_normal.wav,phrases/cheobangjeon/ko_slow.wav,phrases/cheobangjeon/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
banchanggo,emergency,반창고,Bandage / band-aid,banchanggo,moderate,free,,"yak,cheobangjeon",1850,true,item_object,true,false,"noindex,follow",false,batch_3_enrich,5,"short_phrase,travel_category,emergency_intent,ambiguous_slash_label",phrase_audio_page,everyday_phrase_audio,travel_emergency,traveler,emergency_help,medium_requires_context,how to say bandage or band-aid in korean,hear bandage or band-aid in korean,banchanggo pronunciation,"Hear ""Bandage"" in Korean",24,hear_phrase_title,Hear 반창고 (banchanggo) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,112,phrase_audio_h1,bandage-band-aid-in-korean,/phrases/bandage-band-aid-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Bandage / band-aid,jjin://phrase/banchanggo,phrases/banchanggo/ko_normal.wav,phrases/banchanggo/ko_slow.wav,phrases/banchanggo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
sangcheo,emergency,상처,Wound,sangcheo,moderate,free,,"banchanggo,byeongwon",1860,true,,true,false,"noindex,follow",false,hold_noindex,4,"travel_category,emergency_intent",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,low_support,wound in korean,hear wound in korean,sangcheo pronunciation,"Hear ""Wound"" in Korean",22,hear_term_title,Hear 상처 (sangcheo) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,109,term_audio_h1,wound-in-korean,/phrases/wound-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Wound,jjin://phrase/sangcheo,phrases/sangcheo/ko_normal.wav,phrases/sangcheo/ko_slow.wav,phrases/sangcheo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
halin,shopping,할인,Discount,halin,moderate,free,,"gagyeok,eolma",1870,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,discount in korean,hear discount in korean,halin pronunciation,"Hear ""Discount"" in Korean",25,hear_term_title,Hear 할인 (halin) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,112,term_audio_h1,discount-in-korean,/phrases/discount-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Discount,jjin://phrase/halin,phrases/halin/ko_normal.wav,phrases/halin/ko_slow.wav,phrases/halin/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
myeonse,shopping,면세,Tax free,myeonse,moderate,free,,"halin,yeongsujeung",1880,true,,true,false,"noindex,follow",false,hold_noindex,0,"two_word_term,travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,tax free in korean,hear tax free in korean,myeonse pronunciation,"Hear ""Tax free"" in Korean",25,hear_term_title,Hear 면세 (myeonse) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,tax-free-in-korean,/phrases/tax-free-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Tax free,jjin://phrase/myeonse,phrases/myeonse/ko_normal.wav,phrases/myeonse/ko_slow.wav,phrases/myeonse/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
gyohwan,shopping,교환,Exchange,gyohwan,moderate,free,,"hwanbul,yeongsujeung",1890,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,exchange in korean,hear exchange in korean,gyohwan pronunciation,"Hear ""Exchange"" in Korean",25,hear_term_title,Hear 교환 (gyohwan) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,exchange-in-korean,/phrases/exchange-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Exchange,jjin://phrase/gyohwan,phrases/gyohwan/ko_normal.wav,phrases/gyohwan/ko_slow.wav,phrases/gyohwan/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
hwanbul,shopping,환불,Refund,hwanbul,moderate,free,,"gyohwan,yeongsujeung",1900,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,refund in korean,hear refund in korean,hwanbul pronunciation,"Hear ""Refund"" in Korean",23,hear_term_title,Hear 환불 (hwanbul) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,refund-in-korean,/phrases/refund-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Refund,jjin://phrase/hwanbul,phrases/hwanbul/ko_normal.wav,phrases/hwanbul/ko_slow.wav,phrases/hwanbul/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
deo-keun,shopping,더 큰,Bigger,deo keun,moderate,free,,"deo-jageun,saijeu",1910,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,bigger in korean,hear bigger in korean,deo keun pronunciation,"Hear ""Bigger"" in Korean",23,hear_term_title,Hear 더 큰 (deo keun) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,116,term_audio_h1,bigger-in-korean,/phrases/bigger-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Bigger,jjin://phrase/deo-keun,phrases/deo-keun/ko_normal.wav,phrases/deo-keun/ko_slow.wav,phrases/deo-keun/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
deo-jageun,shopping,더 작은,Smaller,deo jageun,moderate,free,,"deo-keun,saijeu",1920,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,smaller in korean,hear smaller in korean,deo jageun pronunciation,"Hear ""Smaller"" in Korean",24,hear_term_title,Hear 더 작은 (deo jageun) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,119,term_audio_h1,smaller-in-korean,/phrases/smaller-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Smaller,jjin://phrase/deo-jageun,phrases/deo-jageun/ko_normal.wav,phrases/deo-jageun/ko_slow.wav,phrases/deo-jageun/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
saekkkal,shopping,색깔,Color,saekkkal,moderate,free,,"saijeu,igeo",1930,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,color in korean,hear color in korean,saekkkal pronunciation,"Hear ""Color"" in Korean",22,hear_term_title,Hear 색깔 (saekkkal) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,115,term_audio_h1,color-in-korean,/phrases/color-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Color,jjin://phrase/saekkkal,phrases/saekkkal/ko_normal.wav,phrases/saekkkal/ko_slow.wav,phrases/saekkkal/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
tareuisil,shopping,탈의실,Fitting room,tareuisil,moderate,free,,"ibeo-bwado-dwaeyo,saijeu",1940,true,place_location,true,false,"noindex,follow",false,hold_noindex,3,"two_word_term,travel_category",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,fitting room in korean,hear fitting room in korean,tareuisil pronunciation,"Hear ""Fitting room"" in Korean",29,hear_term_title,Hear 탈의실 (tareuisil) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,117,term_audio_h1,fitting-room-in-korean,/phrases/fitting-room-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Fitting room,jjin://phrase/tareuisil,phrases/tareuisil/ko_normal.wav,phrases/tareuisil/ko_slow.wav,phrases/tareuisil/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
hoseon,transit,호선,Line,hoseon,moderate,free,subway line,"jihacheol,yeok",1950,true,,true,false,"noindex,follow",false,hold_noindex,3,"travel_category,has_usage_note",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,low_support,line in korean,hear line in korean,hoseon pronunciation,"Hear ""Line"" in Korean",21,hear_term_title,Hear 호선 (hoseon) and learn how to use it for subway travel. Practice normal and slow Korean audio in Jjin.,106,term_audio_h1,line-in-korean,/phrases/line-in-korean,korean-transit-phrases,/korean-for-travel/transit,Line,jjin://phrase/hoseon,phrases/hoseon/ko_normal.wav,phrases/hoseon/ko_slow.wav,phrases/hoseon/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
dochak,transit,도착,Arrival,dochak,moderate,free,,"chulbal,gonghang",1960,true,,true,false,"noindex,follow",false,hold_noindex,2,travel_category,term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,low_support,arrival in korean,hear arrival in korean,dochak pronunciation,"Hear ""Arrival"" in Korean",24,hear_term_title,Hear 도착 (dochak) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,111,term_audio_h1,arrival-in-korean,/phrases/arrival-in-korean,korean-transit-phrases,/korean-for-travel/transit,Arrival,jjin://phrase/dochak,phrases/dochak/ko_normal.wav,phrases/dochak/ko_slow.wav,phrases/dochak/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
chulbal,transit,출발,Departure,chulbal,moderate,free,,"dochak,gonghang",1970,true,,true,false,"noindex,follow",false,hold_noindex,2,travel_category,term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,low_support,departure in korean,hear departure in korean,chulbal pronunciation,"Hear ""Departure"" in Korean",26,hear_term_title,Hear 출발 (chulbal) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,112,term_audio_h1,departure-in-korean,/phrases/departure-in-korean,korean-transit-phrases,/korean-for-travel/transit,Departure,jjin://phrase/chulbal,phrases/chulbal/ko_normal.wav,phrases/chulbal/ko_slow.wav,phrases/chulbal/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
teomineol,transit,터미널,Terminal,teomineol,moderate,free,,"gonghang,dochak",1980,true,place_location,true,false,"noindex,follow",false,hold_noindex,2,travel_category,term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,low_support,terminal in korean,hear terminal in korean,teomineol pronunciation,"Hear ""Terminal"" in Korean",25,hear_term_title,Hear 터미널 (teomineol) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,115,term_audio_h1,terminal-in-korean,/phrases/terminal-in-korean,korean-transit-phrases,/korean-for-travel/transit,Terminal,jjin://phrase/teomineol,phrases/teomineol/ko_normal.wav,phrases/teomineol/ko_slow.wav,phrases/teomineol/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
yeonchak,transit,연착,Delayed,yeonchak,moderate,free,,"dochak,chulbal",1990,true,,true,false,"noindex,follow",false,hold_noindex,2,travel_category,term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,low_support,delayed in korean,hear delayed in korean,yeonchak pronunciation,"Hear ""Delayed"" in Korean",24,hear_term_title,Hear 연착 (yeonchak) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,113,term_audio_h1,delayed-in-korean,/phrases/delayed-in-korean,korean-transit-phrases,/korean-for-travel/transit,Delayed,jjin://phrase/yeonchak,phrases/yeonchak/ko_normal.wav,phrases/yeonchak/ko_slow.wav,phrases/yeonchak/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jongjeom,transit,종점,Final stop,jongjeom,moderate,free,,"makcha,daeum-jeongryujang",2000,true,place_location,true,false,"noindex,follow",false,hold_noindex,3,"two_word_term,travel_category",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,low_support,final stop in korean,hear final stop in korean,jongjeom pronunciation,"Hear ""Final stop"" in Korean",27,hear_term_title,Hear 종점 (jongjeom) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,113,term_audio_h1,final-stop-in-korean,/phrases/final-stop-in-korean,korean-transit-phrases,/korean-for-travel/transit,Final stop,jjin://phrase/jongjeom,phrases/jongjeom/ko_normal.wav,phrases/jongjeom/ko_slow.wav,phrases/jongjeom/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
